Jim Lehrer just directed the debate audience ... 30 seconds ... #tweetdebate	^ ^ R V D N N , $ N , #	0.9979 0.9959 0.9992 0.9967 0.9997 0.9963 0.9881 0.9623 0.9930 0.9717 0.9633 0.9767	Jim Lehrer just directed the debate audience ... 30 seconds ... #tweetdebate
I only just remembered that this was a foreign policy debate . #tweetdebate #current #debate08	O R R V P O V D A N N , # # #	0.9962 0.8793 0.9995 0.9967 0.8512 0.8803 0.9984 0.9979 0.9570 0.9986 0.9951 0.9963 0.9683 0.9914 0.9938	I only just remembered that this was a foreign policy debate. #tweetdebate #current #debate08
Obama energy independence +3 #tweetdebate	^ N N $ #	0.9829 0.9271 0.9782 0.9384 0.9492	Obama energy independence +3 #tweetdebate
Obama +1 for asserting clear priorities #tweetdebate	^ $ P V A N #	0.9605 0.4904 0.9972 0.9972 0.9889 0.9966 0.9515	Obama +1 for asserting clear priorities #tweetdebate
-1 Obama for too many disclaimers re : potential economic recovery plan #tweetdebate	$ ^ P R A N N , N A N N #	0.9581 0.9936 0.9961 0.9865 0.9894 0.9505 0.9651 0.9482 0.5015 0.7761 0.9992 0.8833 0.9555	-1 Obama for too many disclaimers re: potential economic recovery plan #tweetdebate
#tweetdebate Obama mntions energy independence and health care as budget priorities -- also education	# ^ ^ N N & N N P N N , R N	0.9194 0.9830 0.5203 0.8060 0.9843 0.9971 0.9741 0.6950 0.9860 0.9831 0.9957 0.9610 0.9664 0.9568	#tweetdebate Obama mntions energy independence and health care as budget priorities -- also education
" Okay , I'm bored #tweetdebate "	, ! , L A # ,	0.9861 0.8395 0.9982 0.9968 0.8940 0.8497 0.9910	"Okay, I'm bored #tweetdebate"
" @current Healthcare is a financial killer in our capitalist society , oh the irony . #current "	, @ ^ V D A N P D A N , ! D N , # ,	0.9203 0.9970 0.4899 0.9958 0.9959 0.9785 0.9087 0.9978 0.9953 0.7897 0.9989 0.9988 0.9800 0.9967 0.9966 0.9990 0.9396 0.9943	"@current Healthcare is a financial killer in our capitalist society, oh the irony.  #current"
This is the same shit . Can we talk about something visionary . Everyone know what we need #tweetdebate	O V D A N , V O V P N N , N V O O V #	0.8910 0.9992 0.9995 0.9962 0.9975 0.9986 0.9964 0.9907 0.9988 0.9753 0.9944 0.8779 0.9977 0.9512 0.9906 0.9850 0.9987 0.9957 0.9042	This is the same shit.  Can we talk about something visionary. Everyone know what we need  #tweetdebate
" @MaryTrigiani Yes , when she lost Miss Alaska . "	, @ ! , R O V ^ ^ , ,	0.9203 0.9983 0.9909 0.9992 0.9765 0.9961 0.9092 0.8600 0.9997 0.9950 0.9803	"@MaryTrigiani Yes, when she lost Miss Alaska."
-1 to Obama for leaving out conservation in the list of things that will free us from foreign oil #tweetdebate	$ P ^ P V T N P D N P N P V A O P A N #	0.9677 0.9983 0.9966 0.9984 0.9990 0.5733 0.9990 0.9991 0.9990 0.9990 0.9957 0.9902 0.8712 0.9940 0.5293 0.8629 0.9947 0.8976 0.9988 0.9529	-1 to Obama for leaving out conservation in the list of things that will free us from foreign oil #tweetdebate
" Yes , we have to invest in science , math and technology . We are 25th in the world in those now . HORRIBLE . Good point Obama #tweetdebate "	, ! , O V P V P N , N & N , O V A P D N P O R , A , A N ^ # ,	0.9822 0.9802 0.9973 0.9973 0.9997 0.9965 0.9994 0.9255 0.9807 0.9970 0.8738 0.9962 0.9949 0.9977 0.9960 0.9984 0.8932 0.9983 0.9992 0.9810 0.9986 0.7071 0.9925 0.9971 0.9866 0.9980 0.9638 0.9724 0.9255 0.9044 0.9901	"Yes, we have to invest in science, math and technology.  We are 25th in the world in those now.  HORRIBLE.  Good point Obama #tweetdebate"
What is obama talking about with electricity ? #current #tweetdebate	O V ^ V P P N , # #	0.9968 0.9969 0.9061 0.9901 0.8550 0.9889 0.9898 0.9971 0.9508 0.9960	What is obama talking about with electricity? #current #tweetdebate
Obama +2 for education and science and infrastructure comment #tweetdebate	^ $ P N & N & N N #	0.9807 0.9885 0.9981 0.9933 0.9978 0.9544 0.9972 0.8867 0.7680 0.9286	Obama +2 for education and science and infrastructure comment #tweetdebate
Obama +1 for infrastructure . #tweetdebate	^ $ P N , #	0.9605 0.4904 0.9970 0.9539 0.9971 0.9846	Obama +1 for infrastructure. #tweetdebate
here we go #tweetdebate	R O V #	0.8813 0.9994 0.9961 0.9075	here we go  #tweetdebate
" ok , obama , people are glazing . #tweetdebate "	, ! , ^ , N V V , # ,	0.9837 0.9092 0.9946 0.9587 0.9948 0.9957 0.9894 0.6221 0.9988 0.9587 0.9919	"ok, obama, people are glazing.  #tweetdebate"
" Obama -1 what are you "" giving up "" in terms of spending exactly #tweetdebate "	, ^ $ O V O , V T , P N P V R # ,	0.9784 0.9903 0.9709 0.9724 0.9976 0.9982 0.9932 0.9997 0.9325 0.9877 0.9642 0.9940 0.9970 0.9484 0.9808 0.9255 0.9871	"Obama -1 what are you ""giving up"" in terms of spending exactly #tweetdebate"
" whoa ! Obama "" broadband lines "" think Mccain caught that ? #tweetdebate "	, ! , ^ , N N , V ^ V O , # ,	0.9805 0.9975 0.9920 0.9417 0.9780 0.4482 0.9931 0.9676 0.9940 0.9852 0.9941 0.7061 0.9972 0.9680 0.9904	"whoa! Obama ""broadband lines""  think Mccain caught that? #tweetdebate"
New electrical grid - interesting - I haven't heard Obama talk about that before #debate08 #tweetdebate #current #momocrats	A A N , A , O V V ^ V P O P # # # #	0.9707 0.9511 0.9973 0.9679 0.8027 0.9786 0.9676 0.9925 0.9964 0.9970 0.9874 0.9891 0.9433 0.8103 0.7104 0.9963 0.9841 0.9921	New electrical grid - interesting - I haven't heard Obama talk about that before #debate08 #tweetdebate #current #momocrats
China also let infants drink tainted milk do we REALLY want to be like them ?? #debate08 #maccainshot #obamashot #tweetdebate #current	^ R V N V A N V O R V P V P O , # # # # #	0.9642 0.9718 0.9916 0.9526 0.8617 0.5193 0.9995 0.9828 0.9986 0.9987 0.9996 0.9912 0.9997 0.8598 0.9867 0.9953 0.9174 0.9717 0.8740 0.9919 0.9935	China also let infants drink tainted milk do we REALLY want to be like them?? #debate08 #maccainshot #obamashot #tweetdebate #current
" scoring the debate on twitter , #tweetdebate tag "	, V D N P ^ , # N ,	0.9907 0.9992 0.9997 0.9988 0.9961 0.9911 0.9973 0.8956 0.8398 0.9963	"scoring the debate on twitter, #tweetdebate tag"
slipped that in #tweetdebate	V O P #	0.9946 0.5537 0.9002 0.7616	slipped that in  #tweetdebate
McCain -3 another personal attack #tweetdebate	^ $ D A N #	0.9397 0.9603 0.9582 0.9439 0.9812 0.9572	McCain -3 another personal attack  #tweetdebate
+1 mccain talking about how far obama is across the aisle #tweetdebate	$ ^ V P R R ^ V P D N #	0.2474 0.7522 0.9851 0.9467 0.9973 0.7618 0.9529 0.9988 0.9987 0.9993 0.9933 0.9566	+1 mccain talking about how far obama is across the aisle #tweetdebate
Obama +3 for having most liberal voting record #tweetdebate	^ $ P V R A V N #	0.9807 0.9860 0.9983 0.9961 0.9172 0.9861 0.7688 0.8249 0.9586	Obama +3 for having most liberal voting record #tweetdebate
" @sarking Maybe he should ! Earmarks like infrastructure , like ROADS and BRIDGES and stuff . "	, @ R O V , N P N , P N & N & N , ,	0.9203 0.9984 0.9562 0.9972 0.9994 0.9957 0.3121 0.8984 0.9769 0.9982 0.5973 0.7673 0.9984 0.9221 0.9982 0.9898 0.9976 0.9839	"@sarking Maybe he should! Earmarks like infrastructure, like ROADS and BRIDGES and stuff."
" #tweetdebate "" I oppose "" drinking game -- bottoms up ! "	, # , O V , V N , N T , ,	0.9743 0.9535 0.9546 0.9968 0.9987 0.9907 0.9727 0.9921 0.9586 0.7521 0.6233 0.9963 0.9844	"#tweetdebate ""I oppose"" drinking game -- bottoms up!"
" -3 McCain Personal attack , it is hard to reach across the aisle when one is that far to the left . #tweetdebate "	, $ ^ A N , O V A P V P D N R $ V O R P D N , # ,	0.9825 0.9719 0.9773 0.6631 0.9902 0.9975 0.9981 0.9989 0.8486 0.9992 0.9984 0.9989 0.9994 0.9867 0.9815 0.8953 0.9957 0.5798 0.9357 0.9996 0.9789 0.7561 0.9966 0.9655 0.9877	"-3 McCain Personal attack, it is hard to reach across the aisle when one is that far to the left. #tweetdebate"
mccain +1 for eliminating ethanol subsidies #tweetdebate	^ $ P V N N #	0.8642 0.4918 0.9972 0.9889 0.9937 0.9980 0.9596	mccain +1 for eliminating ethanol subsidies #tweetdebate
" +5 Obama for alt energy , rural broadband , affordable college , healthcare #current #tweetdebate "	, $ ^ P ^ N , A N , A N , N # # ,	0.9825 0.9816 0.9957 0.9992 0.7645 0.9705 0.9987 0.9546 0.9772 0.9982 0.9955 0.9968 0.9981 0.9350 0.8722 0.9940 0.9871	"+5 Obama for alt energy, rural broadband, affordable college, healthcare #current #tweetdebate"
McCain +3 for good sound bite about reaching so far across the aisle from that far left #tweetdebate	^ $ P A N V P V R R P D N P D R V #	0.9397 0.9882 0.9772 0.9961 0.7036 0.9250 0.9551 0.9845 0.9752 0.9790 0.9998 0.9994 0.9930 0.9995 0.4730 0.8671 0.5969 0.9253	McCain +3 for good sound bite about reaching so far across the aisle from that far left #tweetdebate
-2 McCain for redundancy #tweetdebate	$ ^ P N #	0.9572 0.9592 0.9966 0.9845 0.9472	-2 McCain for redundancy #tweetdebate
" on a cruise ship , cruising towards ensenada .... and watching #current and #tweetdebate play by play .... nice "	, P D N N , V P ^ , & V A & # V P V , A ,	0.9890 0.9441 0.9972 0.9895 0.9816 0.9978 0.9965 0.9973 0.9589 0.9912 0.9989 0.9967 0.5982 0.9977 0.6367 0.9789 0.9955 0.8971 0.9904 0.9943 0.9954	"on a cruise ship, cruising towards ensenada....and watching #current and #tweetdebate play by play....nice"
@current #current How in this day and age can you deny help to anyone who wants to produce alternative fuel -4 McCain	@ # R P D N & N V O V V P N O V P V N N $ ^	0.9993 0.8486 0.9934 0.9969 0.9873 0.9967 0.9981 0.9536 0.9990 0.9994 0.9967 0.8961 0.9651 0.7465 0.9912 0.9999 0.9951 0.9937 0.4930 0.9208 0.9440 0.9121	@current #current How in this day and age can you deny help to anyone who wants to produce alternative fuel -4 McCain
#3 Obama #tweetdebate Obama commits to broadband for rural areas . thats the #1 priority for Coos Co . NH . @blendahtom @kramsey	$ ^ # ^ V P V P A N , L D $ N P ^ ^ , ^ , @ @	0.6162 0.9737 0.7692 0.9955 0.9976 0.9897 0.3845 0.9912 0.9898 0.9994 0.9985 0.9261 0.9981 0.8090 0.9958 0.9996 0.9260 0.9974 0.9912 0.6554 0.9896 0.9965 0.9977	#3 Obama #tweetdebate Obama commits to broadband for rural areas. thats the #1 priority for Coos Co. NH. @blendahtom @kramsey
" #tweetdebate How many people know what "" cost-plus "" contracts are ? I wouldn't know if I hadn't worked for construction-related clients . "	, # R A N V O , A , N V , O V V P O V V P A N , ,	0.9743 0.9150 0.9971 0.9913 0.9994 0.9959 0.9927 0.9663 0.5552 0.9758 0.9912 0.9708 0.9955 0.9950 0.9984 0.9996 0.9969 0.9985 0.9975 0.9976 0.9885 0.9981 0.9997 0.9973 0.9720	"#tweetdebate How many people know what ""cost-plus"" contracts are? I wouldn't know if I hadn't worked for construction-related clients."
McCain -1 for false claims on Obama's voting record . #tweetdebate	^ $ P A N P Z V N , #	0.9200 0.9831 0.9901 0.9910 0.9493 0.9966 0.9102 0.9801 0.9134 0.9962 0.9866	McCain -1 for false claims on Obama's voting record. #tweetdebate
#tweetdebate	#	0.9641	#tweetdebate
" #tweetdebate defence contract inefficiency in contracts not the problem , a symptom , warring foreign policy is the REAL problem "	, # N N N P N R D N , D N , V A N V D A N ,	0.9743 0.8985 0.8884 0.9982 0.9943 0.9928 0.9979 0.9609 0.9990 0.9986 0.9976 0.9934 0.9949 0.9972 0.8875 0.9450 0.9996 0.9971 0.9993 0.4922 0.9987 0.9968	"#tweetdebate defence contract inefficiency in contracts not the problem, a symptom, warring foreign policy is the REAL problem"
" Unfortunately , Obama didn't answer the question of what would he cut ... #debate08 #tweetdebate "	, R , ^ V V D N P O V O V , # # ,	0.9938 0.9905 0.9929 0.9966 0.9996 0.9947 0.9995 0.9996 0.9968 0.9953 0.9985 0.9897 0.8907 0.9009 0.9651 0.9950 0.9871	"Unfortunately, Obama didn't answer the question of what would he cut...#debate08 #tweetdebate"
" McCain +1 for use of the word "" festooned "" #tweetdebate "	, ^ $ P N P D N , V , # ,	0.9819 0.9303 0.5323 0.9990 0.6324 0.9992 0.9992 0.9796 0.9924 0.9897 0.9826 0.9645 0.9893	"McCain +1 for use of the word ""festooned"" #tweetdebate"
#tweetdebate We have to do away with no-bid contracts	# O V P V R P A N	0.9053 0.9974 0.9996 0.9849 0.9998 0.9738 0.9995 0.3740 0.9998	#tweetdebate We have to do away with no-bid contracts
@rodbegbie when are my tweets going to show up on tv ?	@ R V D N V P V T P N ,	0.9992 0.9299 0.9963 0.9892 0.9679 0.9995 0.9762 0.9736 0.9627 0.9897 0.9651 0.9951	@rodbegbie when are my tweets going to show up on tv?
-3 pts simply because McCain said he's against ethanol subsidies . boo ... #tweetdebate	$ N R P ^ V L P N N , N , #	0.9845 0.8996 0.9940 0.9981 0.9906 0.9882 0.9892 0.9878 0.9840 0.9992 0.9974 0.5279 0.9613 0.9774	-3 pts simply because McCain said he's against ethanol subsidies. boo...#tweetdebate
The moderator looked scary just now #current #tweetdebate	D N V A R R # #	0.9879 0.9994 0.9942 0.9939 0.9999 0.9983 0.8428 0.9960	The moderator looked scary just now  #current #tweetdebate
Mccain +3 examine quote ok .. but -1 not answering the question #tweetdebate	^ $ V N ! , & $ R V D N #	0.9546 0.9019 0.7571 0.8095 0.8256 0.9958 0.9937 0.9702 0.9954 0.9995 0.9997 0.9990 0.9560	Mccain +3 examine quote ok.. but -1 not answering the question #tweetdebate
@soseman Actually @jowyang's debate game is #tweetdebate .	@ R Z N N V ^ ,	0.9992 0.9943 0.6071 0.9620 0.9983 0.9933 0.3852 0.9934	@soseman Actually @jowyang's debate game is #tweetdebate.
+1 Lehrer calling out both candidate's lack of commitment to change #tweetdebate	~ ^ V T D S N P N P V #	0.2038 0.9866 0.9994 0.5260 0.7812 0.8430 0.9889 0.9977 0.9968 0.9993 0.7777 0.9515	+1 Lehrer calling out both candidate's lack of commitment to change #tweetdebate
" -1 Obama for his crazy stuttering . Slow down , think and THEN speak #tweetdebate "	, $ ^ P D A N , V T , V & R V # ,	0.9811 0.9757 0.9952 0.9998 0.9975 0.9964 0.4803 0.9987 0.8272 0.4598 0.9918 0.9806 0.9964 0.9918 0.9572 0.8498 0.9871	"-1 Obama for his crazy stuttering. Slow down, think and THEN speak #tweetdebate"
" +2 Obama math , science , space program , and new infrastructure for new energy #tweetdebate "	, $ ^ N , N , N N , & A N P A N # ,	0.9825 0.9845 0.9944 0.8334 0.9974 0.9631 0.9972 0.9232 0.9962 0.9985 0.9983 0.9937 0.9719 0.9974 0.9983 0.9941 0.9002 0.9931	"+2 Obama math, science, space program, and new infrastructure for new energy #tweetdebate"
McCain -2 for false statement Obama does not have the most liberal record #tweetdebate	^ $ P A N ^ V R V D R A N #	0.9397 0.9884 0.9888 0.9955 0.9907 0.9761 0.9974 0.9921 0.9994 0.9994 0.7452 0.9970 0.9894 0.9638	McCain -2 for false statement Obama does not have the most liberal record  #tweetdebate
""" I know how to do this "" I can fix this "" damn you ! #tweetdebate #current "	, O V R P V O , O V V D , ! O , # # ,	0.8418 0.9985 0.9995 0.9937 0.9743 0.9999 0.6264 0.9918 0.9974 0.9999 0.9993 0.5256 0.9914 0.7507 0.9601 0.9992 0.9853 0.9847 0.9921	"""I know how to do this"" I can fix this"" damn you!  #tweetdebate #current"
McCain +2 defense spending cuts #tweetdebate	^ $ N V V #	0.9397 0.9753 0.9965 0.9778 0.4593 0.9340	McCain +2 defense spending cuts #tweetdebate
McCain -2 for bringing federal prison into every question ; is he thinking he's lucky not to be there himself ? think Keating #tweetdebate	^ $ P V A N P D N , V O V L A R P V R O , V ^ #	0.9397 0.9884 0.9982 0.9961 0.9653 0.9992 0.9998 0.9854 0.9970 0.9874 0.9988 0.9986 0.9998 0.9504 0.9917 0.9971 0.9923 0.9995 0.9339 0.9373 0.9932 0.9910 0.9732 0.9582	McCain -2 for bringing federal prison into every question; is he thinking he's lucky not to be there himself? think Keating #tweetdebate
+1 McLehrer . I think Jim wins the debate . McLehrer for president ! #tweetdebate	$ ^ , O V ^ V D N , ^ P N , #	0.2438 0.6315 0.9955 0.9977 0.9998 0.9984 0.9808 0.9997 0.9997 0.9976 0.4238 0.9986 0.9403 0.9982 0.9919	+1 McLehrer. I think Jim wins the debate. McLehrer for president! #tweetdebate
Obama +2 for crediting McCain where they agree . #tweetdebate	^ $ P V ^ R O V , #	0.9807 0.9885 0.9979 0.9731 0.9386 0.9686 0.9965 0.9981 0.9973 0.9863	Obama +2 for crediting McCain where they agree. #tweetdebate
McCain -1 for mischaracterizing a naval program #tweetdebate	^ $ P V D A N #	0.9200 0.9831 0.9979 0.7518 0.9938 0.7523 0.9995 0.9594	McCain -1 for mischaracterizing a naval program #tweetdebate
" Obama +3 clearly saying ' what he will give up or not "" re : energy etc . #tweetdebate "	, ^ $ R V , O O V V T & R , N , N N , # ,	0.9784 0.9928 0.9725 0.9989 0.9973 0.9827 0.9389 0.9982 0.9994 0.9999 0.9766 0.9900 0.9907 0.9287 0.9517 0.9430 0.9228 0.6314 0.9953 0.9637 0.9812	"Obama +3 clearly saying 'what he will give up or not"" re: energy etc. #tweetdebate"
+2 lehrer for calling them on their lack of cajones to suggest new plans for bailout #tweetdebate	$ ^ P V O P D N P N P V A N P N #	0.9665 0.9156 0.9964 0.9998 0.9813 0.9869 0.9931 0.9982 0.9971 0.8389 0.9977 0.9989 0.9971 0.9624 0.9995 0.9719 0.9515	+2 lehrer for calling them on their lack of cajones  to suggest new plans for bailout  #tweetdebate
" +3 Obama for alt energy , rural broadband , affordable college , healthcare #current #tweetdebate "	, $ ^ P ^ N , A N , A N , N # # ,	0.9825 0.9803 0.9957 0.9992 0.7645 0.9705 0.9987 0.9546 0.9772 0.9982 0.9955 0.9968 0.9981 0.9350 0.8722 0.9940 0.9871	"+3 Obama for alt energy, rural broadband, affordable college, healthcare #current #tweetdebate"
#tweetdebate medicaid part d needs to be reformed	# ^ N G V P V A	0.8631 0.4184 0.9333 0.3033 0.9927 0.9899 0.9982 0.5169	#tweetdebate medicaid part d needs to be reformed
" Obama +3 "" Me being liberal , that's just me opposing Bush "" #tweetdebate "	, ^ $ , O V A , L R O V ^ , # ,	0.9784 0.9928 0.9692 0.9938 0.9960 0.9930 0.8710 0.9984 0.9959 0.9992 0.9845 0.7809 0.9744 0.9796 0.9680 0.9931	"Obama +3 ""Me being liberal, that's just me opposing Bush"" #tweetdebate"
" #tweetdebate hahahah ... "" wildly liberal "" is just me opposing bush's wrongheaded policies "	, # ! , , R A , V R O V S A N ,	0.9743 0.9471 0.9747 0.8512 0.9812 0.9990 0.9925 0.9850 0.9976 0.9995 0.9845 0.7393 0.6024 0.3943 0.9991 0.9974	"#tweetdebate hahahah...""wildly liberal"" is just me opposing bush's wrongheaded policies"
Google for gov't - good sound bite from Obama . #tweetdebate	^ P N , A N V P ^ , #	0.9679 0.9991 0.7439 0.9378 0.9805 0.7036 0.6818 0.9978 0.9993 0.9938 0.9866	Google for gov't - good sound bite from Obama. #tweetdebate
@current #current +1 for bringing your successes with people from across the aisle . Nice comeback from McCain attack +1 Obama	@ # $ P V D N P N P P D N , A N P ^ N $ ^	0.9993 0.9027 0.5318 0.9981 0.9996 0.9958 0.9994 0.9991 0.9965 0.9979 0.9985 0.9994 0.9968 0.9987 0.9403 0.9995 0.9998 0.9982 0.5934 0.4391 0.9857	@current #current +1 for bringing your successes with people from across the aisle. Nice comeback from McCain attack +1 Obama
Google for government ? huh ? #tweetdebate	^ P N , ! , #	0.9679 0.9991 0.7367 0.9972 0.9756 0.9965 0.9797	Google for government? huh? #tweetdebate
-1 Obama not answering question about specific cuts #tweetdebate	$ ^ R V N P A N #	0.9581 0.9825 0.9926 0.9970 0.9003 0.9131 0.9408 0.9734 0.9601	-1 Obama not answering question about specific cuts #tweetdebate
Obama +1 for pushing transparency #tweetdebate	^ $ P V N #	0.9605 0.4904 0.9972 0.7679 0.9974 0.9441	Obama +1 for pushing transparency #tweetdebate
#tweetdebate Bummer : festoon.com and festooned.com are both parked . Festooned.biz is still avail . I'll reserve if someone will create a blog	# ! , U & U V O V , U V R V , L V P N V V D N	0.9187 0.7265 0.8497 0.9823 0.9985 0.9790 0.9934 0.7453 0.8960 0.9974 0.9148 0.9960 0.9874 0.8422 0.9974 0.9731 0.9782 0.9967 0.9311 0.9960 0.9996 0.9856 0.9913	#tweetdebate Bummer: festoon.com and festooned.com are both parked. Festooned.biz is still avail. I'll reserve if someone will create a blog
" Obama - "" Where's the teleprompter and cue cards !? "" #current #tweetdebate "	, ^ , , L D N & N N , , # # ,	0.9784 0.9937 0.8016 0.9883 0.9346 0.9986 0.8637 0.9982 0.5648 0.9449 0.9910 0.9274 0.9428 0.9939 0.9904	"Obama - ""Where's the teleprompter and cue cards!?"" #current #tweetdebate"
+3 obama for pointing out liberal voting record = opposing bush policies #tweetdebate	$ ^ P V T A V N , A N N #	0.9675 0.9310 0.9977 0.9986 0.5815 0.6079 0.8119 0.7878 0.9380 0.4910 0.7996 0.9960 0.9573	+3 obama for pointing out liberal voting record = opposing bush policies #tweetdebate
Lehrer +10 for calling both of them out on not answering the question #tweetdebate	^ $ P V O P O T P R V D N #	0.9571 0.9923 0.9982 0.9987 0.4195 0.9901 0.9837 0.8302 0.9708 0.9915 0.9995 0.9997 0.9987 0.9597	Lehrer +10 for calling both of them out on not answering the question #tweetdebate
Obama -1 for evading question on what to cut #tweetdebate	^ $ P V N P O P V #	0.9740 0.9804 0.9984 0.9910 0.9749 0.9945 0.9959 0.9923 0.7394 0.8937	Obama -1 for evading question on what to cut #tweetdebate
Dang tweeting while pausing the Tivo is not the right thing to do #current #debate08 #tweetdebate	! V P V D ^ V R D A N P V # # #	0.4785 0.9854 0.8423 0.9985 0.9993 0.9756 0.9907 0.9930 0.9933 0.9250 0.9985 0.9948 0.9994 0.7695 0.9928 0.9973	Dang tweeting while pausing the Tivo is not the right thing to do #current #debate08 #tweetdebate
Where's the foreign policy part of the debate ??? :S #tweetdebate #current	L D A N N P D N , E # #	0.9381 0.9981 0.8181 0.9979 0.9946 0.9995 0.9992 0.9987 0.9900 0.9812 0.9368 0.9936	Where's the foreign policy part of the debate??? :S  #tweetdebate #current
McCain -1 for evading question on what to cut #tweetdebate	^ $ P V N P O P V #	0.9200 0.9831 0.9984 0.9910 0.9749 0.9945 0.9959 0.9923 0.7394 0.8937	McCain -1 for evading question on what to cut #tweetdebate
just realized we should be writing #tweetdebate	R V O V V V #	0.9987 0.9991 0.9987 0.9997 0.9997 0.9121 0.9107	just realized we should be writing #tweetdebate
#tweetdebate Using a hatchet when you need a scalpel . #obamashot	# V D N R O V D N , #	0.6411 0.9964 0.9981 0.9961 0.9709 0.9993 0.9995 0.9958 0.9715 0.9981 0.8832	#tweetdebate Using a hatchet when you need a scalpel. #obamashot
Obama soundbite : problem with a spending freeze is youre using a hatchet when you need a scalpel #tweetdebate	^ N , N P D N N V L V D N R O V D N #	0.9805 0.8107 0.9376 0.9826 0.9996 0.9948 0.4894 0.6203 0.9971 0.9252 0.9966 0.9982 0.9966 0.9709 0.9993 0.9995 0.9955 0.9162 0.9563	Obama soundbite: problem with a spending freeze is youre using a hatchet when you need a scalpel #tweetdebate
Mccain -1 what ? spending freeze ??? unclear at all #tweetdebate	^ $ O , V V , A P D #	0.9400 0.9702 0.9450 0.9953 0.9978 0.8017 0.9913 0.9878 0.9996 0.9463 0.7350	Mccain -1 what? spending freeze ??? unclear at all #tweetdebate
#tweetdebate +2 for Obama for pointing out that McCain's health care plan will start taxing health insurance benefits	# $ P ^ P V T P Z N N N V V V N N N	0.8559 0.9941 0.9992 0.9985 0.9984 0.9987 0.6736 0.7049 0.7407 0.9729 0.7739 0.8422 0.9857 0.9992 0.9639 0.9751 0.9767 0.9579	#tweetdebate +2 for Obama for pointing out that McCain's health care plan will start taxing health insurance benefits
Denver CBS news wants you to comment on their website . They should have a twitter account as well . #tweetdebate	^ ^ N V O P V P D N , O V V D ^ N P R , #	0.9508 0.9652 0.6016 0.9997 0.9990 0.9777 0.9913 0.9840 0.9933 0.9894 0.9986 0.9914 0.9996 0.9999 0.9966 0.9348 0.9896 0.7362 0.7728 0.9941 0.9872	Denver CBS news wants you to comment on their website. They should have a twitter account as well. #tweetdebate
" #tweetdebate gentleman talk about saving , less credit and public transposrtation "	, # N V P V , A N & A N ,	0.9743 0.8719 0.9400 0.9776 0.9741 0.9694 0.9947 0.9684 0.9972 0.9974 0.8607 0.9680 0.9954	"#tweetdebate gentleman talk about saving, less credit and public transposrtation"
Close ups of Obama make him look old #current #tweetdebate	A N P ^ V O V A # #	0.5322 0.9967 0.9979 0.9986 0.9983 0.9587 0.9586 0.9899 0.8296 0.9960	Close ups of Obama make him look old  #current #tweetdebate
Obama- I wanna keep spending money -- his Early Childhood education is full of crap . #current #tweetdebate	^ O V V V N , D A N N V A P N , # #	0.5532 0.9954 0.9986 0.9961 0.9894 0.9707 0.9289 0.9931 0.9014 0.9533 0.9996 0.9955 0.9664 0.9950 0.9723 0.9989 0.9611 0.9958	Obama- I wanna keep spending money--his Early Childhood education is full of crap. #current #tweetdebate
-3 mccain #tweetdebate spending freeze for everything but defense -- what about our children ? our education ? energy independence ?	$ ^ # V V P N & N , O P D N , D N , N N ,	0.9627 0.6124 0.6011 0.9966 0.8726 0.9952 0.9641 0.9875 0.9868 0.9585 0.9711 0.9913 0.9977 0.9770 0.9958 0.9758 0.9994 0.9962 0.9580 0.9871 0.9951	-3 mccain #tweetdebate spending freeze for everything but defense -- what about our children? our education? energy independence?
Obama +2 hatchet instead of scapel #tweetdebate	^ $ N R P ^ #	0.9807 0.9680 0.9935 0.8916 0.9904 0.5094 0.8677	Obama +2 hatchet instead of scapel #tweetdebate
" #tweetdebate Niiice , a hatchet where you need a scalpel . "	, # A , D N R O V D N , ,	0.9743 0.8773 0.5390 0.9979 0.9955 0.9969 0.9764 0.9996 0.9995 0.9958 0.9614 0.9973 0.9750	"#tweetdebate Niiice, a hatchet where you need  a scalpel."
Obama +2 for successful rebuttal of simplistic solutions #tweetdebate	^ $ P A N P A N #	0.9807 0.9885 0.9869 0.9966 0.9995 0.9902 0.9832 0.9991 0.9570	Obama +2 for successful rebuttal of simplistic solutions #tweetdebate
Obama +3 for Google for govt idea #tweetdebate	^ $ P ^ P ^ N #	0.9807 0.9860 0.9992 0.9943 0.9992 0.3915 0.8255 0.9467	Obama +3 for Google for govt idea #tweetdebate
" +3 Obama for quotable sound bite , "" using a hatchet when you need a scalpel "" #tweetdebate "	, $ ^ P A N N , , V D N R O V D N , # ,	0.9825 0.9803 0.9957 0.9969 0.5921 0.6534 0.5133 0.9976 0.9781 0.9985 0.9982 0.9966 0.9709 0.9993 0.9995 0.9958 0.9416 0.9872 0.9596 0.9867	"+3 Obama for quotable sound bite, ""using a hatchet when you need a scalpel"" #tweetdebate"
" @current Damn , McCain just had to play the terrorist card . #current "	, @ ! , ^ R V P V D A N , # ,	0.9203 0.9981 0.9850 0.9981 0.9530 0.9987 0.9993 0.9939 0.9996 0.9997 0.8101 0.9928 0.9971 0.9354 0.9921	"@current Damn, McCain just had to play the terrorist card. #current"
#tweetdebate I like the hatchet/scalpel line .	# O V D N N ,	0.9104 0.9945 0.8408 0.9991 0.9229 0.9946 0.9987	#tweetdebate I like the hatchet/scalpel line.
